Entity,Definition,Images
Food preservation,Food preservation includes processes that make food more resistant to microorganism growth and slow the oxidation of fats.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Food_lab_scientist_packages_food_for_spaceflight_at_Space_Food_Lab.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg']"
Soluble compound,Not found on Wikipedia,['Image not found']
Corneal transplantation,"Corneal transplantation, also known as corneal grafting, is a surgical procedure where a damaged or diseased cornea is replaced by donated corneal tissue (the graft).","['https://upload.wikimedia.org/wikipedia/commons/6/69/A_human_eye_1_day_after_a_cornea_transplant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Boston_Kpro_type_1_Titanium_posterior_plate.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Cornea_Transplant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Cornea_transplant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Eduard_Konrad_Zirm.JPG']"
220 V,Not found on Wikipedia,['Image not found']
Light science,Not found on Wikipedia,['Image not found']
Autism,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']
Activity 1,Not found on Wikipedia,['Image not found']
Ketone,"In organic chemistry, a ketone  is a functional group with the structure R−C(=O)−R', where R and R' can be a variety of carbon-containing substituents.","['https://upload.wikimedia.org/wikipedia/commons/2/21/Aceton.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Acetone-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Haller-Bauer_reaction.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Keto_enol_tautomerism.svg']"
Cardboard,Cardboard is a generic term for heavy paper-based products.,"['https://upload.wikimedia.org/wikipedia/commons/b/b7/Aloha_nui_cook.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Archief_Kruisherenklooster_Maastricht_%28RHCL%29-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Arsexpo-_Passe-partout.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Blue-punch-card-front-horiz.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Buch_gebunden_orange.jpg']"
Pimple,A pimple is a kind of comedo that results from excess sebum and dead skin cells getting trapped in the pores of the skin.,"['https://upload.wikimedia.org/wikipedia/commons/d/da/AcneVulgarisUSMIL.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Blackheads.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Pimple.ogg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Sound-icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Teenager-with-acne.jpg']"
Recognition,Recognition may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Year,"A year is the orbital period of a planetary body, for example, the Earth, moving in its orbit around the Sun.","['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/He1523a.jpg']"
Netherlands,"The Netherlands (Dutch: Nederland [ˈneːdərlɑnt] (listen)), informally Holland, is a country located in northwestern Europe with overseas territories in the Caribbean.","['https://upload.wikimedia.org/wikipedia/commons/9/93/2012-NL-prov-relief-3000.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/5500vc_ex_leg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/A1-Hoog_Buurlo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Agreement_on_the_European_Economic_Area.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Amsterdam_canal_view_from_Westerkerk_Flickr_pic.jpg']"
Soluble,Not found on Wikipedia,['Image not found']
Substance,Substance may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Pepsin,Pepsin  is an endopeptidase that breaks down proteins into smaller peptides.,"['https://upload.wikimedia.org/wikipedia/commons/e/e8/1PSO.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Adams_Pepsin_Tutti_Frutti_Gum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Beeman%27s_Pepsin_Gum_DSCF1434.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Painting material,Not found on Wikipedia,['Image not found']
Pure metal,Not found on Wikipedia,['Image not found']
Parallel appliance,Not found on Wikipedia,['Image not found']
What exactly do we mean,Not found on Wikipedia,['Image not found']
Human body,The human body is the structure of a human being.,"['https://upload.wikimedia.org/wikipedia/commons/3/31/201_Elements_of_the_Human_Body.02.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/2120_Major_Systemic_Artery.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Anatomical_Male_Figure_Showing_Heart%2C_Lungs%2C_and_Main_Arteries.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Body_cavities.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Virtual image,"In optics, an image is defined as the collection of focus points of light rays coming from an object.","['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Virtual_image.svg']"
English language,"English is a West Germanic language in the Indo-European language family, with its earliest forms spoken by the inhabitants of early medieval England.","['https://upload.wikimedia.org/wikipedia/commons/7/77/Alex_Salmond_BBC_Radio4_Desert_Island_Discs_16_January_2011_b00xgs41.flac', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Anglophone_World.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/AustraliaPart2.ogg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Beowulf_Cotton_MS_Vitellius_A_XV_f._132r.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Chimamanda_Ngozi_Adichie_bbc_radio4_front_row_03_05_2013.flac']"
Parallel connector,Not found on Wikipedia,['Image not found']
Verification,Verify or verification may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Ethene,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']
Green Sea,Green Sea may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Different paths,Not found on Wikipedia,['Image not found']
Tallness,Not found on Wikipedia,['Image not found']
Electric current,"An electric current is a stream of charged particles, such as electrons or ions, moving through an electrical conductor or space.","['https://upload.wikimedia.org/wikipedia/commons/2/28/Battery_symbol2.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Current_notation.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Electromagnetic_induction_-_solenoid_to_loop_-_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Magnetic_field_produced_by_an_electric_current_in_a_solenoid.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Nuvola_apps_ksim.png']"
Active galactic nucleus,An active galactic nucleus (AGN) is a compact region at the center of a galaxy that has a much-higher-than-normal luminosity over at least some portion of the electromagnetic spectrum with characteristics indicating that the luminosity is not produced by stars.,"['https://upload.wikimedia.org/wikipedia/commons/7/77/Best_image_of_bright_quasar_3C_273.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Black_hole_-_Messier_87_crop_max_res.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg']"
Sodium chloride,"Sodium chloride , commonly known as salt (although sea salt also contains other chemical salts), is an ionic compound with the chemical formula NaCl, representing a 1:1 ratio of sodium and chloride ions.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Dead-Sea---Salt-Evaporation-Ponds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg']"
Physical characteristics,Not found on Wikipedia,['Image not found']
Na2CO3,Not found on Wikipedia,['Image not found']
Figure 8.4 Figure 8.4 Rationalised 2023-24,Not found on Wikipedia,['Image not found']
Frequency,Frequency is the number of occurrences of a repeating event per unit of time.,"['https://upload.wikimedia.org/wikipedia/commons/9/9e/Commutative_diagram_of_harmonic_wave_properties.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Czestosciomierz-49.9Hz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/EM_spectrum.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Frequency_counter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Palladium,Palladium is a chemical element with the symbol Pd and atomic number 46.,"['https://upload.wikimedia.org/wikipedia/commons/1/13/2005palladium_%28mined%29.PNG', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/25_rubles_palladium_1989_Ivan_III.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Alpha-palladium%28II%29-chloride-xtal-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Aufgeschnittener_Metall_Katalysator_f%C3%BCr_ein_Auto.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Hormone deficiency,Not found on Wikipedia,['Image not found']
Toaster oven,Not found on Wikipedia,['Image not found']
2008 Summer Olympics,"The 2008 Summer Olympics (Chinese: 2008年夏季奥运会; pinyin: Èr Líng Líng Bā Nián Xiàjì Àoyùnhuì), officially the Games of the XXIX Olympiad (Chinese: 第二十九届夏季奥林匹克运动会; pinyin: Dì Èrshíjiǔ Jiè Xiàjì Àolínpǐkè Yùndònghuì) and also known as Beijing 2008 (Chinese: 北京2008; pinyin: Běijīng èr líng líng bā), were an international multisport event held from 8 to 24 August 2008, in Beijing, China.","['https://upload.wikimedia.org/wikipedia/commons/6/67/2008_Summer_Olympic_games_countries.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/2008_Summer_Olympics_-_Opening_Ceremony_-_Ilias_Iliadis_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/2008_Summer_olympics_team_numbers.gif', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Archery_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Athletics_pictogram.svg']"
Right hand,Not found on Wikipedia,['Image not found']
Water filter,"A water filter removes impurities by lowering contamination of water using a fine physical barrier, a chemical process, or a biological process.","['https://upload.wikimedia.org/wikipedia/commons/1/16/Ancient_Egypt_Water_Technologies.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/History_and_Institutions-_with_illustrations_and_sketches_of_banking%2C_wholesale_manufacturing_and_professional_interests_of_Toledo%2C_Ohio_-_DPLA_-_92f742d33d4dcde003ea49375198e699_%28page_83%29_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Slow_sand_filter.jpg']"
Carbon monoxide,"Carbon monoxide (chemical formula CO) is a poisonous, flammable gas that is colorless, odorless, tasteless, and slightly less dense than air.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Carbon-monoxide-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Carbon-monoxide-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Carbon-monoxide-HOMO-phase-3D-balls.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Carbon-monoxide-LUMO-phase-3D-balls.png']"
Pencil,"A pencil ( (listen)) is a writing or drawing implement with a solid pigment core in a protective casing that reduces the risk of core breakage, and keeps it from marking the user's hand.","['https://upload.wikimedia.org/wikipedia/commons/1/15/3_promotional_pencils_%28ubt%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Biegsame_Bleistifte_fcm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Caran_d%27Ache_Farbstifte.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Censored_mail_Spain_Australia_1943.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Colored-Pencils.jpg']"
African Americans,African Americans (also referred to as Black Americans and Afro-Americans) are an ethnic group consisting of Americans with partial or total ancestry from any of the black racial groups of Africa.,"['https://upload.wikimedia.org/wikipedia/commons/3/3d/%22Afro-Americans%22_float_in_Golden_Potlatch_parade%2C_Seattle%2C_July_1911_%28MOHAI_5590%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/1670_virginia_tobacco_slaves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Absenceblacks.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/African_Americans_by_state.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Black_Americans_by_county.png']"
Cornea,"The cornea is the transparent front part of the eye that covers the iris, pupil, and anterior chamber.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/-66wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Cornea.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Cornea.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Eye-diagram_no_circles_border.svg']"
The solution to the problem,Not found on Wikipedia,['Image not found']
Line P,Not found on Wikipedia,['Image not found']
Mirror formula,Not found on Wikipedia,['Image not found']
Repel,Repel is a commune in the Vosges department in Grand Est in northeastern France.,"['https://upload.wikimedia.org/wikipedia/commons/5/5c/Blason_d%C3%A9partement_fr_Vosges.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/France_location_map-Regions_and_departements-2016.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Grand_Est_region_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Mairie_Repel.JPG']"
Menstruation,"Menstruation (also known as a period, among other colloquial terms) is the regular discharge of blood and mucosal tissue from the inner lining of the uterus through the vagina.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Amra_Padatik_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Clothpad.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Coupe-menstruelle.jpg']"
Potassium iodide,"Potassium iodide is a chemical compound, medication, and dietary supplement.","['https://upload.wikimedia.org/wikipedia/commons/f/f7/Distributiegebieden-jodiumtabletten.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Pheochromocytoma_Scan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Potassium-iodide-3D-ionic.png']"
Skin condition,"A skin condition, also known as cutaneous condition, is any medical condition that affects the integumentary system—the organ system that encloses the body and includes skin, nails, and related muscle and glands.","['https://upload.wikimedia.org/wikipedia/commons/f/f0/3D_medical_animation_skin_layers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Macule_and_Patch.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Nodules.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Papule_and_Plaque.svg']"
