Entity,Definition,Images
Bus,"A bus (contracted from omnibus, with variants multibus, motorbus, autobus, etc.) is a road vehicle that carries significantly more passengers than an average car or van.","['https://upload.wikimedia.org/wikipedia/commons/c/cf/AVBWU237_641%28KMB%29_14-09-2018.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/B43OleBillatIWMLondon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/BCI_bodied_Mercedes-Benz_OC_500_RF_BusWest_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/BSicon_BUS.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/CamelitoLaHavane_01.jpg']"
Fracture,Fracture is the separation of an object or material into two or more pieces under the action of stress.,"['https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/DuctileFailure.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Ductile_Fracture_Surface_6061-T6_Al_SEM.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Ductile_fracture_upd.png']"
Venoms,Not found on Wikipedia,['Image not found']
Proper method,Not found on Wikipedia,['Image not found']
Eye-ball,Not found on Wikipedia,['Image not found']
Indl'ridual Work Tuk,Not found on Wikipedia,['Image not found']
IPhone,The iPhone is a line of smartphones produced by Apple Inc.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/First_iPhone_Macworld_2007_DSCF1286.agr.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/IOS_wordmark_%282017%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/IPhone_13_Pro_camera_lens_group.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/IPhone_14_Pro_vector_%28blue%29.svg']"
Woit,Not found on Wikipedia,['Image not found']
Book,"A book is a medium for recording information in the form of writing or images, typically composed of many pages (made of papyrus, parchment, vellum, or paper) bound together and protected by a cover.","['https://upload.wikimedia.org/wikipedia/commons/0/00/Amazon_Kindle_3.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Atlas_-_book.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/BD_Hunefer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Bamboo_book_-_binding_-_UCR.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Bookinfo.svg']"
Jessore,"Jessore (Bengali: যশোর, romanized: jôshor, [dʒɔʃor]), officially Jashore, is a city of Jessore District situated in Khulna Division.","['https://upload.wikimedia.org/wikipedia/commons/d/d8/Central_Jessore.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Flag-map_of_Bangladesh.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Flag_of_Bangladesh.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Government_Seal_of_Bangladesh.svg']"
Lozenge,Lozenge or losange may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Bampen,Not found on Wikipedia,['Image not found']
Metabolism,"Metabolism (, from Greek: μεταβολή metabolē, ""change"") is the set of life-sustaining chemical reactions in organisms.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/1GZX_Haemoglobin.png', 'https://upload.wikimedia.org/wikipedia/commons/2/22/ATP-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/6/62/ATPsyn.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/A_thaliana_metabolic_network.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Acetyl-CoA-2D.svg']"
Investigator,Investigator may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Health care,"Health care, or healthcare, is the improvement of health via the prevention, diagnosis, treatment, amelioration or cure of disease, illness, injury, and other physical and mental impairments in people.","['https://upload.wikimedia.org/wikipedia/commons/f/f8/Aerial-Picture-of-Jackson-e1445995779731.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/FEMA_-_18213_-_Photograph_by_Robert_Kaufmann_taken_on_10-25-2005_in_Louisiana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Global_physician_density_map_-_WHO_2010.png', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Greeks,"The Greeks or Hellenes (; Greek: Έλληνες, Éllines [ˈelines]) are an ethnic group and nation indigenous to Greece, Cyprus, southern Albania, Anatolia, parts of Italy and Egypt, and to a lesser extent, other countries surrounding the Eastern Mediterranean and Black Sea.","['https://upload.wikimedia.org/wikipedia/commons/e/e4/50_largest_Greek_diaspora.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Aankomst_Melina_Mercouri_._Melina_Mercouri%2C_Bestanddeelnr_921-3506.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Adamantios_Korais.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Alexander_the_Great_mosaic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Ancient_Regions_Mainland_Greece.png']"
House without water,Not found on Wikipedia,['Image not found']
Electric voltage,Not found on Wikipedia,['Image not found']
North America,North America is a continent in the Northern Hemisphere and almost entirely within the Western Hemisphere.,"['https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Afro-Eurasia_%28orthographic_projection%29_political.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/America_1000_BCE.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Americas_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Antarctica_%28orthographic_projection%29.svg']"
Semiconductor device,"A semiconductor device is an electronic component that relies on the electronic properties of a semiconductor material (primarily silicon, germanium, and gallium arsenide, as well as organic semiconductors) for its function.","['https://upload.wikimedia.org/wikipedia/commons/a/a9/Bipolar_Junction_Transistor_NPN_Structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Information_icon4.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Nuvola_apps_ksim.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Replica-of-first-transistor.jpg']"
Propha&e,Not found on Wikipedia,['Image not found']
Adolcscencc period,Not found on Wikipedia,['Image not found']
Diaaater 209,Not found on Wikipedia,['Image not found']
Ua,Not found on Wikipedia,['Image not found']
OmJart,Not found on Wikipedia,['Image not found']
Sheep,"Sheep or domestic sheep  (Ovis aries) are domesticated, ruminant mammals typically kept as livestock.","['https://upload.wikimedia.org/wikipedia/commons/a/a2/04-09-12-Schaupfl%C3%BCgen-Fahrenwalde-RalfR-IMG_1232.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/ABS-7215.0-LivestockProductsAustralia-BrokersDealersReceivalsTaxableWool-AllSeries-BrokersDealersReceivalsTaxableWool-Australia-A2060656A.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/A_curious_Welsh_Mountain_sheep_%28Ovis_aries%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/A_flock_of_Australian_White_Sheep_in_Mudgegonga%2C_Victoria%2C_Australia._This_is_breed_of_hair_sheep_suited_for_the_hot_and_varied_Australian_climate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg']"
Gymnospermatophyta,Not found on Wikipedia,['Image not found']
Divine Comedy,"The Divine Comedy (Italian: Divina Commedia; Italian pronunciation: [diˈviːna komˈmɛːdja]) is an Italian narrative poem by Dante Alighieri, begun c.","['https://upload.wikimedia.org/wikipedia/commons/5/5a/046CupolaSPietro.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Alighieri_-_Divina_Commedia%2C_Nel_mille_quatro_cento_septe_et_due_nel_quarto_mese_adi_cinque_et_sei_-_2384293_id00022000_Scan00006.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Boschsevendeadlysins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Dante03.jpg']"
Low blood pressure,Not found on Wikipedia,['Image not found']
Coordination complex,"A coordination complex is a chemical compound consisting of a central atom or ion, which is usually metallic and is called the coordination centre, and a surrounding array of bound molecules or ions, that are in turn known as ligands or complexing agents.","['https://upload.wikimedia.org/wikipedia/commons/9/98/Alfred_Werner_ETH-Bib_Portr_09965.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Cis-dichlorotetraamminecobalt%28III%29.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Cisplatin-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'Image not found']"
Polymerization,"In polymer chemistry, polymerization (American English), or polymerisation (British English), is a process of reacting monomer molecules together in a chemical reaction to form  polymer chains or three-dimensional networks.","['https://upload.wikimedia.org/wikipedia/commons/8/8c/Ethylene_polymerization.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Polyacetylene-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Polystyrene_formation.PNG']"
New product development,Not found on Wikipedia,['Image not found']
Structural damage,Not found on Wikipedia,['Image not found']
Turjo,Not found on Wikipedia,['Image not found']
Flood Control Enibankment,Not found on Wikipedia,['Image not found']
Colorless,Not found on Wikipedia,['Image not found']
Mott,Mott is both an English surname and given name.,['https://upload.wikimedia.org/wikipedia/commons/9/99/WPanthroponymy.svg']
Change of motion,Not found on Wikipedia,['Image not found']
Thermal paper,Thermal paper (sometimes referred to as an audit roll) is a special fine paper that is coated with a material formulated to change color when exposed to heat.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/ThermalPaperG3-TMG.JPG']"
Lndu,Not found on Wikipedia,['Image not found']
River Thames,"The River Thames ( (listen) TEMZ), known alternatively in parts as the River Isis, is a river that flows through southern England including London.","['https://upload.wikimedia.org/wikipedia/commons/4/47/A_London_Mosaic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Aerial_view_of_London_City_Airport_2007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/BSicon_BHFq.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/BSicon_KBHFeq.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/BSicon_POINTERf%40g.svg']"
Metric ton,Not found on Wikipedia,['Image not found']
Effects of this reaction,Not found on Wikipedia,['Image not found']
Emo,"Emo  is a rock music genre characterized by emotional, often confessional lyrics.","['https://upload.wikimedia.org/wikipedia/commons/e/e5/Capn-jazz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Emo-hairstyle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Emo_boy_02_with_Girl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Fall_Out_Boy_in_concert.jpg']"
Angiography,"Angiography or arteriography is a medical imaging technique used to visualize the inside, or lumen, of blood vessels and organs of the body, with particular interest in the arteries, veins, and the heart chambers.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Angiome_annulaire.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Catheterization_selective_angiography.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Cerebral_angiography%2C_arteria_vertebralis_sinister_injection.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
International Water Course Convention,Not found on Wikipedia,['Image not found']
Citrus,"Citrus is a genus of flowering trees and shrubs in the rue family, Rutaceae ().","['https://upload.wikimedia.org/wikipedia/commons/4/43/Ambersweet_oranges.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Calamansi_%28sliced%29_-_Philippines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Cedri_BMK.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Citrus_aurantiifolia_in_Kadavoor.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Citrus_australasica_red_whole.jpg']"
Fukushima Daiichi Nuclear Power Plant,"The Fukushima Daiichi Nuclear Power Plant (福島第一原子力発電所, Fukushima Daiichi Genshiryoku Hatsudensho, Fukushima number 1 nuclear power plant) is a disabled nuclear power plant located on a 3.5-square-kilometre (860-acre) site in the towns of Ōkuma and Futaba in Fukushima Prefecture, Japan.","['https://upload.wikimedia.org/wikipedia/commons/3/38/20200926fukushima02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg']"
111 t----,Not found on Wikipedia,['Image not found']
Helpless old man,Not found on Wikipedia,['Image not found']
Clcctromagnctic wave,Not found on Wikipedia,['Image not found']
Vlalon,Not found on Wikipedia,['Image not found']
Human digestive system,"The human digestive system consists of the gastrointestinal tract plus the accessory organs of digestion (the tongue, salivary glands, pancreas, liver, and gallbladder).","['https://upload.wikimedia.org/wikipedia/commons/4/44/17th_century_Persian_digestive_system.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/3D_Medical_Animation_Oral_Cavity.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Anatomy_of_liver_and_gall_bladder.png', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Blausen_0780_SalivaryGlands.png', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Blausen_0817_SmallIntestine_Anatomy.png']"
Paint,"Paint is any pigmented liquid, liquefiable, or solid mastic composition that, after application to a substrate in a thin layer, converts to a solid film.","['https://upload.wikimedia.org/wikipedia/commons/e/e9/Brush_and_watercolours.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/EWM_paint_2007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Gouache.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Kwadi.jpg']"
Cupper,Cupper may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Computer screen,Not found on Wikipedia,['Image not found']
Toilet,"A toilet is a piece of sanitary hardware that collects human urine and feces, and sometimes toilet paper, usually for disposal.","['https://upload.wikimedia.org/wikipedia/commons/0/02/2011_07-Internal_ReinventTheToilet_Animation.webm', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/AntipoloToilet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Bidet_weiss.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Bourdaloue_dsc02723.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Burg_Campen_Aborterker.jpg']"
History of evolution,Not found on Wikipedia,['Image not found']
