entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Fungus,taxon,Plant,taxon,different from,"Once fungi were considered non- The World of Microorganisms 47  green plants but now they are considered separate from plants.
"
Chlorophyll,structural class of chemical compounds,Photosynthesis,biological process,subject has role,"They cannot take part in photosynthesis because they do not have chlorophyll.
"
Heterophyte,organism,Organism,anatomical entity,subclass of,"Therefore, they depend on other organisms or parts of organisms for food (heterophytic characteristic) or they obtain nutrients from the remaining organic matter of dead organisms (saprophytic characteristic).
"
Heterophyte,fungus,Fungus,taxon,subclass of,"Heterophytic fungi grow on stale and rotting food items, fruits, vegetables, wet bread or leather, cow dung etc.
"
Fungus,taxon,Organism,anatomical entity,subclass of,"Saprophytic fungi grow on dead organisms or in soil full of humus.
"
Cell nucleus,cellular component,Fungus,taxon,part of,"Fungi have a well-structured nucleus.
"
Chitin,cellular component,Cell wall,cellular component,part of,"Their cell walls contain a special material called chitin which protects them from the hostile environment or from the attack of other microbes.
"
Fungus,taxon,Microorganism,organism,subclass of,"Usefulness of Fungi Fungi are very important microorganisms.
"
Penicillin,group or class of chemical substances,Antibiotic,medication,subject has role,"Many of you may have heard the name of the antibiotic Penicillin.
"
Antibiotic,medication,Medicine,academic discipline,subclass of,"Antibiotics are medicines that usually work against bacteria.
"
Penicillin,group or class of chemical substances,Alexander Fleming,human,discoverer or inventor,"A scientist named Alexander Fleming invented the world’s first antibiotic penicillin from a type of fungus called Penicillium.
"
Yeast,organisms known by a particular common name,Bread,bakery product,this taxon is source of,"Yeast is used to make bread.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"The yeast rapidly increases in number through cell division, and the large amount of carbon dioxide bubbles, which are created by the respiration process, fills the yeast dough.
"
Volume,physical quantity,Yeast,organisms known by a particular common name,calculated from,"That’s why, the volume of the yeast increases, i.e.
"
Baker's yeast,bacteria,Bacteria,taxon,subclass of,"the yeast swells.
"
Bread,bakery product,Soft food,food,subclass of,"In this way, the bread that we eat is soft enough.
"
Yeast,organisms known by a particular common name,Vitamin,organic compound,subclass of,"Yeast is also used as tablet because it is rich in vitamins.
"
Agaricus,taxon,Mushroom,sporocarp,subclass of,"A type of mushroom called Agaricus is considered to be a delicious food.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"Currently, it is cultivated in many countries including our country.
"
Organic fertilizer,fertilizer,Fertilizer,chemical substance,subclass of,"Fungi also play a major role in creating organic fertilizers by decomposing garbage and mixing it with the soil.
"
Harmfulness of Fungi,None,Fungus,taxon,facet of,"Harmfulness of Fungi There are many types of fungi that are responsible for many diseases in humans, animals and plants.
"
Ringworm,infectious disease,Fungus,taxon,has cause,"Fungi play a role in ringworm, ringworm, urticaria (Chuli in Bangla) and human respiratory infections.
"
Fungus,taxon,Disease,health problem,has effect,"Fungi cause diseases of important crops Yeast Agaricus Fungi can be microscopic or large in size.
"
Yeast,organisms known by a particular common name,Leavening agent,food additive,subclass of,"The yeast used to leaven bread can only be seen under a microscope.
"
Agaricus,taxon,Mushroom,sporocarp,has fruit type,"Agaricus, commonly known as mushroom, are quite large and we can see them easily.
"
Kelp,organisms known by a particular common name,Algae,organisms known by a particular common name,subclass of,"Science 48  Giant kelp grown in the ocean Algae seen only under a microscope.
"
Jute,fiber,Sugarcane,taxon,natural product of taxon,"like potato, jute, sugarcane etc.
"
Wooden furniture,furniture,Furniture,product,subclass of,"Besides, they easily rot wooden, cane or bamboo furniture.
"
Fungal disease,infectious disease,Infection,physiological condition,has cause,"Prevention of fungal infections Fungal diseases are highly contagious.
"
Clothing,work,Clothing,work,has parts of the class,"We need to do the following to stay safe from these diseases: • To avoid using items (clothes, combs, hats, sandals) used by people with fungal diseases.
"
Infection,physiological condition,Fungus,taxon,has cause,"• To minimize the contact with people with fungal infections.
"
Fungicide,pesticide,Pesticide,mode of toxic action,subclass of,"• To spray fungicides on infected plants or to burn the plants.
"
Algae,organisms known by a particular common name,Organism,anatomical entity,subclass of,"Algae Algae are chlorophyllllous and autophytic plant-like organisms.
"
Root,plant organ,Plant,taxon,part of,"Algae cannot be fully considered as plants, because their roots, stems, etc.
"
Plant,taxon,Plant-like,None,different from,"are not fully plant- like.
"
Soil,granular material,Plant,taxon,part of,"They grow on soil, water and other plants.
"
Green,color,Color,quality,instance of,"Algae are seen in green, red and brown colours.
"
Algae shape,None,Algae,organisms known by a particular common name,facet of,"The diversity of algae in terms of size and shape is surprising.
"
Algae,organisms known by a particular common name,Microscopy,academic discipline,studied by,"There are algae that cannot be seen except under a microscope.
"
Microalgae,seafood,Algae,organisms known by a particular common name,subclass of,"These are called microalgae.
"
Algae,organisms known by a particular common name,Algae,organisms known by a particular common name,subclass of,"On the other hand, there are many large algae that grow in the ocean and can reach an average length of 100 feet.
"
Kelp,taxon,Kelp,taxon,taxonomic type,"They are called Kelp.
"
Unicellular algae,Algae,Algae,organisms known by a particular common name,subclass of,"Structure of Algae: Algae can be unicellular or multicellular.
"
Algae,organisms known by a particular common name,Plant,taxon,subclass of,"There are also very large algae that The World of Microorganisms 49  look almost like plants.
"
Algae cell,cell type,Cell wall,cellular component,has cell wall,"Algae cells have cell walls.
"
Mitochondrion,cellular component,Organelle,cellular component,instance of,"Algae also contain chloroplasts and mitochondria organelle.
"
Usefulness of Algae,None,Algae,organisms known by a particular common name,facet of,"Usefulness of Algae: Algae are very useful microorganisms.
"
Elgin,None,Ice cream,dairy product,use,"Elgin, extracted from marine algae, is used to make ice cream.
"
Potassium,chemical element,Iodine,chemical element,part of,"Marine algae are a good source of iodine and potassium.
"
Fish farming,aquaculture,Algae,organisms known by a particular common name,uses,"Algae are used as feed in fish farming.
"
Protein,group or class of chemical substances,Nutrient,chemical substance,subclass of,"The commercially cultivated algae called Spirulina is particularly rich in protein and other nutrients.
"
Harmfulness of Algae,None,Algae,organisms known by a particular common name,facet of,"Harmfulness of Algae: Algae are responsible for causing various diseases in humans and plants.
"
Algae,organisms known by a particular common name,Red rust,plant disease,has effect,"For example, a type of algae causes red rust disease of tea leaves.
"
Fish,taxon,Aquatic animal,animal,subclass of,"Aquatic animals and fish can die from lack of oxygen, if an excess of algae occurs in water bodies.
"
Algal toxins,toxin,Seafood poisoning,disease,has effect,"Many people get sick every year after eating seafood poisoned by algal toxins.
"
Amoeba,taxon,Protist,taxon,parent taxon,"Amoeba Amoeba is a unicellular organism, a member of the kingdom Protista.
"
Small body,organism,Organism,anatomical entity,subclass of,"Their bodies are very small.
"
Optical microscope,optical instrument,Microscope,optical instrument,subclass of,"They cannot be seen without a microscope.
"
Human body shape,shape,Shape,mathematical concept,instance of,"They change their body shape when necessary.
"
Pseudopodia,anatomical structure,Human body,nan,part of,"Finger-like projection produced from their bodies is called pseudopodia.
"
Pseudopoda,taxon,Amoeba,taxon,parent taxon,"Amoeba eats and moves with the help of these pseudopodia.
"
Plasmalemma,membrane organ,Membrane organ,nan,subclass of,"Their whole body is surrounded by a thin and transparent membrane which is called plasmalemma.
"
Pond,watercourse,Water,None,subclass of,"Amoeba grows in water, wet soil, rotten waste material, organic debris at the bottom of ponds.
"
Entamoeba,taxon,Protist,taxon,parent taxon,"Entamoeba Entamoeba is another type of unicellular organism belonging to the kingdom Protista.
"
Eye,anatomical structure,See,capability,use,"They cannot be seen with the bare eyes.
"
Body shape,morphology,Body shape,shape,different from,"They have no fixed body shape,because they are constantly changing size and shape like amoeba.
"
Jelly,confection,Body,anatomical structure,subclass of,"Their bodies are like transparent jelly.
"
Amoeba,organisms known by a particular common name,Amoeba,taxon,subclass of,"But sometimes in adverse environment, they cover their bodies with round An amoeba.
"
