entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Development of Sex Organs,None,Sex organ,anatomical structure,facet of,"Development of Sex Organs Look up Fig. 6.1 and 6.3 of the previous lesson which show sex organs of humans.
"
Testicle,anatomical structure,Sex organ,anatomical structure,subclass of,"At puberty, male sex organs like the testes and penis develop completely.
"
Sperm,cell type,Testicle,anatomical structure,produced by,"The testes also begin to produce sperms.
"
Ovary,anatomical structure,Egg,vegetable,contains,"In girls, the ovaries enlarge and eggs begin to mature.
"
Ovary,anatomical structure,Egg,vegetable,contains,"Also ovaries start releasing mature eggs.
"
"Reaching Mental, Intellectual and Emotional Maturity",None,Adolescence,phase of human life,part of,"Reaching Mental, Intellectual and Emotional Maturity Adolescence is also a period of change in a person’s way of thinking.
"
Self-consciousness,symptom,Adolescence,phase of human life,facet of,"Adolescents are more independent than before and are also self conscious.
"
Thought,mental process,Intellectual development,education,part of,"Intellectual development takes place and they tend to spend considerable time thinking.
"
Brain,animal organ,Learning,biological process,use,"In fact, it is often the time in one’s life when the brain has the greatest capacity for learning.
"
Anxiety,symptom,Adolescence,phase of human life,facet of,"Sometimes, however, an adolescent may feel insecure while trying to adjust to the changes in the body and mind.
"
Learning,biological process,Learning,biological process,has effect,"But as adolescent learners, you should know that there is no reason to feel insecure.
"
Growth,biological process,Change,process,instance of,"These changes are a natural part of growing up.
"
Testicle,anatomical structure,Reproduction,biological process,use,"7.3 Secondary Sexual Characters You have learnt in Chapter 6, that testes and ovaries are the reproductive organs.
"
Ova,cell type,Gamete,cell type,subclass of,"They produce the gametes, that is, sperms and ova.
"
Breast,anatomical structure,Puberty,physiological condition,has effect,"In girls, breasts begin to develop at puberty Many of my classmates have a hoarse voice.
"
2.2,"version, edition, or translation",3.7,"version, edition, or translation",followed by,"7.2).
"
Larynx,anatomical structure,Larynx,anatomical structure,part of,"In girls, the larynx is hardly visible from the outside because of its small size.
"
Girl,child,Boy,child,opposite of,"Generally, girls have a high pitched voice, whereas boys have a deep voice.
"
Hoarseness,clinical sign,Voice box,anatomical structure,afflicts,"In adolescent boys, sometimes, the muscles of the growing voice box go out of control and the voice becomes hoarse.
"
Human voice,animal vocalization,Normal voice,voice,has quality,"This state may remain for a few days or weeks after which the voice becomes normal.
"
Sweat gland,anatomical structure,Gland,anatomical structure,subclass of,"A few glands such as sweat glands, oil glands and salivary glands release their secretions through ducts.
"
Hormone,None,Endocrine gland,anatomical structure,produced by,"Endocrine glands release hormones directly into the bloodstream.
"
Ductless gland,anatomical structure,Gland,anatomical structure,subclass of,"So, they are also termed ductless glands.
"
Sebaceous gland,anatomical structure,Sweat gland,anatomical structure,part of,"Increased Activity of Sweat and Sebaceous Glands During puberty the secretion of sweat glands and sebaceous glands (oil glands) increases.
"
Moustache,facial feature,Facial hair,facial feature,subclass of,"Many young people get acne Adam’s apple Rationalised-2023-24  REACHING THE AGE OF ADOLESCENCE 83 and boys begin to grow facial hair, that is, moustaches and beard.
"
Male,organism,Female,organism,opposite of,"As these features help to distinguish the male from the female they are called secondary sexual characters.
"
Hair,anatomical structure,Chest,anatomical structure,part of,"Boys also develop hair on their chest.
"
Pubic hair,anatomical structure,Thigh,anatomical structure,part of,"In both, boys and girls, hair grows under the arms and in the region above the thighs or the pubic region.
"
Puberty,physiological condition,Reproduction,biological process,subclass of,"Paheli and Boojho have now understood that puberty marks the beginning of the reproductive period when one becomes capable of reproduction.
"
Reproduction,biological process,Life,phenomenon,has effect,"But they want to know if reproductive life, once begun, continues, or it ends some time.
"
Testicle,anatomical structure,Ovary,anatomical structure,subclass of,"The testes and ovaries secrete sex hormones.
"
Male,organism,Female,organism,opposite of,"You have just learnt that these hormones are responsible for the male and female secondary sexual characters.
"
Sex steroid,steroid hormone,Pituitary,anatomical structure,produced by,"Further, the sex hormones are under the control of hormones from the pituitary gland (Fig. 7.3).
"
Ova,cell type,Ovary,anatomical structure,produced by,"The pituitary secretes many hormones, one of which makes ova mature in the ovaries and sperms form in the testes.
"
Puberty,physiological condition,Puberty,physiological condition,has effect,"Both Boojho and Paheli wish to know what initiates changes at puberty.
"
Adolescence,phase of human life,Puberty,physiological condition,follows,"Fig. 7.3 : The onset of puberty is controlled by hormones The changes which occur at adolescence are controlled by hormones.
"
Hormone,None,Chemical substance,group or class of chemical substances,subclass of,"Hormones are chemical substances.
"
Endocrine gland,anatomical structure,Endocrine system,anatomical structure,part of,"These are secretions from endocrine glands, or endocrine system.
"
Testosterone,None,Male hormone,nan,instance of,"The male hormone or testosterone begins to be released by the testes at the onset of puberty.
"
Facial hair,facial feature,Boy,child,part of,"This causes changes in boys about which you have just learnt, for example, the growth of facial hair.
"
Estrogen,nan,Female hormone,nan,subclass of,"Once puberty is reached in girls, ovaries begin to produce the female hormone or estrogen which makes the breasts develop.
"
Milk gland,anatomical structure,Breast,anatomical structure,part of,"Milk secreting glands or mammary glands develop inside the breasts.
"
Pituitary,anatomical structure,Endocrine system,anatomical structure,part of,"The production of these hormones is under the control of another hormone secreted from an endocrine gland called pituitary gland.
"
Hormone,None,Endocrine gland,anatomical structure,produced by,"7.4 Role of Hormones in Initiating Reproductive Function Endocrine glands release hormones into the bloodstream to reach a particular body part called target site.
"
Endocrine gland,anatomical structure,Gland,anatomical structure,subclass of,"There are many endocrine glands or ductless glands in the body.
"
Gamete,cell type,Reproduction,biological process,has effect,"Rationalised-2023-24  SCIENCE 84 7.5 Reproductive Phase of Life in Humans Adolescents become capable of reproduction when their testes and ovaries begin to produce gametes.
"
Male,organism,Female,organism,opposite of,"The capacity for maturation  and production of gametes lasts for a much longer time in males than in females.
"
Puberty,physiological condition,Reproduction,biological process,subclass of,"In females, the reproductive phase of life begins at puberty (10 to 12 years of age) and generally lasts till the age of approximately 45 to 50 years.
"
Puberty,physiological condition,Maturation,biological process,subclass of,"The ova begin to mature with the onset of puberty.
"
Ovum,anatomical structure,Ovary,anatomical structure,part of,"One ovum matures and is released by one of the ovaries once in about 28 to 30 days.
"
Fertilisation,biological process,Egg,vegetable,has effect,"During this period, the wall of the uterus becomes thick so as to receive the egg, in case it is fertilised and begins to develop.
"
Pregnancy,physiological condition,Childbirth,birth,has effect,"This results in pregnancy.
"
Blood vessel,anatomical structure,Uterus,anatomical structure,part of,"If fertilisation does not occur, the released egg, and the thickened lining of the uterus along with its blood vessels are shed off.
"
Menstruation,nan,Bleeding,nan,subclass of,"This causes bleeding in women which is called menstruation.
"
Menstruation,biological process,Period,physiological condition,month of the year,"Menstruation occurs once in about 28 to 30 days.
"
Menarche,None,Puberty,physiological condition,part of,"The first menstrual flow begins at puberty  and is termed menarche.
"
Menstrual cycle,biological process,Period,biological process,has effect,"At 45 to 50 years of age, the menstrual cycle stops.
"
Menopause,biological process,Menstruation,biological process,opposite of,"Stoppage of menstruation is termed menopause.
"
Irregular menstrual cycle,diarrhea,Menstrual cycle,biological process,subclass of,"Initially, menstrual cycle may be irregular.
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"It take some time to become regular.
"
Menstrual cycle,biological process,Hormone,None,has cause,"Menstrual cycle is controlled by hormones.
"
Pregnancy,physiological condition,Uterus,anatomical structure,location,"The cycle includes the maturation of the egg, its release, thickening of uterine wall and its breakdown if pregnancy does not occur.
"
